Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Toilets,Agent_number,Added_on,Updated_on
3 Bedrooms Flat With A Room Self Contain Bq,Gwarinpa Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-gwarinpa-abuja-2GAHU,Abuja,Gwarinpa,"2,000,000",3 beds,4 baths,4 Toilets,08142466617,07 Feb 2022,19 Feb 2022
Lovely 4 Bedroom Terrace,Eletu Osapa London Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-eletu-osapa-london-lekki-lagos-2FWBH,Lagos,Lekki,"4,000,000/year",4 beds,5 baths,5 Toilets,09081104133,03 Jan 2022,19 Feb 2022
Serviced 3bedroom Flat,Pinnock Road Osapa London Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-pinnock-road-osapa-london-lekki-lagos-1GBNZ,Lagos,Lekki,"2,500,000",3 beds,3 baths,4 Toilets,08071657170,15 Feb 2022,19 Feb 2022
Serviced 3 Bedroom Flats With Bq,Jabi Abuja,https://www.propertypro.ng/property/3-bedroom-commercial-property-for-rent-jabi-abuja-2FZGD,Abuja,Jabi,"5,000,000/year",3 beds,3 baths,4 Toilets,08065859043,30 Jan 2022,19 Feb 2022
Lovely Clean Standard 3bedroom Flat,Adelabu Surulere Lagos,https://www.propertypro.ng/property/house-for-rent-adelabu-surulere-lagos-7GBSD,Lagos,Surulere,"2,000,000",0 beds,0 baths,0 Toilets,07082736278,16 Feb 2022,19 Feb 2022
Standard Two Bedroom Flat,Lugbe Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lugbe-abuja-4FXHG,Abuja,Lugbe,"1,000,000",2 beds,3 baths,3 Toilets,08061987440,15 Jan 2022,19 Feb 2022
Standard Two Bedroom Bungalow,Lugbe Abuja,https://www.propertypro.ng/property/2-bedroom-house-for-rent-lugbe-abuja-3FXEH,Abuja,Lugbe,"800,000",2 beds,3 baths,3 Toilets,08061987440,14 Jan 2022,19 Feb 2022
3bedroom Bungalow,Gwarinpa Gwarinpa Abuja,https://www.propertypro.ng/property/3-bedroom-commercial-property-for-rent-gwarinpa-gwarinpa-abuja-6GAUP,Abuja,Gwarinpa,"2,500,000/year",3 beds,3 baths,4 Toilets,08147562407,10 Feb 2022,19 Feb 2022
Luxury Furnished 3 Bedroom Semi Detached Duplex,"N01w 4, Brains And Hammers City, Life Camp Abuja",https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-n01w-4-brains-and-hammers-city-life-camp-abuja-4FKSF,Abuja,Camp,"70,000/day",3 beds,3 baths,4 Toilets,09057237982,25 Sep 2021,19 Feb 2022
Newly Built Selfcontain,Anu Crescent Badore Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-anu-crescent-badore-ajah-lagos-6FZEM,Lagos,Ajah,"400,000/year",1 beds,1 baths,1 Toilets,08168285322,29 Jan 2022,19 Feb 2022
2 Bedrooms Flat,After Sunnyvale Estate Kabusa Abuja,https://www.propertypro.ng/property/2-bedroom-house-for-rent-after-sunnyvale-estate-kabusa-abuja-7GBEF,Abuja,Kabusa,"1,000,000",2 beds,3 baths,3 Toilets,08067992859,13 Feb 2022,19 Feb 2022
Well Finished 6 Bedroom Detached House,Aerodrome Samonda Ibadan Oyo,https://www.propertypro.ng/property/house-for-rent-aerodrome-samonda-ibadan-oyo-1FYNV,Oyo,Ibadan,"5,000,000",0 beds,0 baths,0 Toilets,08052778232,25 Jan 2022,19 Feb 2022
Clean And Spacious 2 Bedroom Flat,Oniru Victoria Island Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-1GAHZ,Lagos,Island,"6,500,000/year",2 beds,2 baths,3 Toilets,08104317542,07 Feb 2022,19 Feb 2022
Mini Flat,Agungi Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-agungi-lekki-lagos-9GABG,Lagos,Lekki,"1,300,000",1 beds,1 baths,1 Toilets,09064090448,04 Feb 2022,19 Feb 2022
Executive Brand New 2 Bedroom Flat,Harmony Estate Via Ikeja Ikeja Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-harmony-estate-via-ikeja-ikeja-lagos-6FZBY,Lagos,Ikeja,"1,000,000/year",2 beds,3 baths,3 Toilets,09068622049,28 Jan 2022,19 Feb 2022
Service 2 Bedroom Flat,Osapa Osapa London Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-osapa-osapa-london-lekki-lagos-2FWXU,Lagos,Lekki,"2,000,000",2 beds,2 baths,3 Toilets,08061641323,12 Jan 2022,19 Feb 2022
2 Bedrooms Seilf Compound,Akoto Estate Elebu Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-akoto-estate-elebu-ibadan-oyo-2FRQG,Oyo,Ibadan,"600,000",0 beds,0 baths,0 Toilets,08147747114,17 Nov 2021,19 Feb 2022
2bedroom Flat,Obada Dam View Adigbe Abeokuta Ogun,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-obada-dam-view-adigbe-abeokuta-ogun-1FXWN,Ogun,Abeokuta,"400,000",2 beds,2 baths,2 Toilets,09153062919,19 Jan 2022,19 Feb 2022
Tastefully Finished 4 Bedrooms Duplex,Akuru In Elebu Akala Express Ibadan Oyo,https://www.propertypro.ng/property/4-bedroom-house-for-rent-akuru-in-elebu-akala-express-ibadan-oyo-1FZVQ,Oyo,Ibadan,"900,000/year",4 beds,4 baths,4 Toilets,07067980197,03 Feb 2022,19 Feb 2022
2 Units Of 3 Bedroom And 2 Units Of 4 Bedroom,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-1GBAX,Lagos,Lekki,"6,500,000",4 beds,4 baths,5 Toilets,07080033884,11 Feb 2022,19 Feb 2022
High Class 3 Bedroom Apartment + Bq+ Tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,"20,000,000",3 beds,3 baths,4 Toilets,08124269637,20 Jan 2022,24 Feb 2022
Brand New 2bedroom Flat,Ago Palace Okota Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-0FXBR,Lagos,Okota,"1,200,000/year",2 beds,2 baths,3 Toilets,09012934533,13 Jan 2022,19 Feb 2022
Well Finished And Luxury Built 2bedroom Flat,Brains And Hammers Life Camp Abuja,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-brains-and-hammers-life-camp-abuja-2GAUM,Abuja,Camp,"1,500,000/year",2 beds,2 baths,2 Toilets,08147562407,10 Feb 2022,19 Feb 2022
Three Bedroom Flat,Ogudu Orike Ogudu Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ogudu-orike-ogudu-lagos-4GAPR,Lagos,Ogudu,"800,000/year",3 beds,3 baths,4 Toilets,08148495671,08 Feb 2022,19 Feb 2022
Service 3 Bedroom Apartment With Good Power Supply,"Oluwanisola Estate By 2nd Toll Gate, Chevron Lekki Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oluwanisola-estate-by-2nd-toll-gate-chevron-lekki-lagos-4FYHA,Lagos,Lekki,"3,500,000/year",3 beds,3 baths,4 Toilets,08181055075,23 Jan 2022,19 Feb 2022
Well Finished 3 Bedroom Duplex,Millenuim Ups Gbagada Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-millenuim-ups-gbagada-lagos-9FYHZ,Lagos,Gbagada,"3,500,000/year",3 beds,3 baths,4 Toilets,08125135974,23 Jan 2022,19 Feb 2022
Executive Brand New 2bedroom Flat,Ago/amuwo Odofin Ago Palace Okota Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-amuwo-odofin-ago-palace-okota-lagos-9FZLY,Lagos,Okota,"1,200,000/year",2 beds,3 baths,3 Toilets,07032493391,01 Feb 2022,19 Feb 2022
Exquisitely Finished And Well Built 3bedroom Flat,Jahi Jahi Abuja,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-jahi-jahi-abuja-3GAQV,Abuja,Jahi,"4,000,000/year",3 beds,3 baths,4 Toilets,08147562407,09 Feb 2022,19 Feb 2022
Mini Flat,Ologolo Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ologolo-lekki-lagos-2GBLH,Lagos,Lekki,"2,000,000",0 beds,0 baths,0 Toilets,09019001143,15 Feb 2022,19 Feb 2022
4 Bedroom Semi Detached Duplex,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-lekki-phase-1-lekki-lagos-4FUXC,Lagos,Lekki,"7,500,000",0 beds,0 baths,0 Toilets,08062619955,16 Dec 2021,19 Feb 2022
4 Hectares Of Farm House For Sale,Gberigbe Town Ijede Ikorodu Lagos,https://www.propertypro.ng/property/land-for-sale-gberigbe-town-ijede-ikorodu-lagos-7FGFH,Lagos,Ikorodu,"375,000,000", beds, baths, Toilets,08050606090,30 Aug 2021,24 Feb 2022
"Well Maintained, Spacious, Detached 4bedroom Detached Duplex With Swimming Pool",Idado Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-idado-lekki-lagos-4FYCP,Lagos,Lekki,"4,000,000/year",4 beds,4 baths,5 Toilets,08057121358,21 Jan 2022,19 Feb 2022
Luxury 5 Bedroom Detached Duplex,Off Kusenla Road Ikate Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-off-kusenla-road-ikate-lekki-lagos-1GADD,Lagos,Lekki,"12,000,000/year",5 beds,5 baths,6 Toilets,08110227156,05 Feb 2022,19 Feb 2022
Newly Built 2 Bedroom Flat,Vina Estate Badore Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-vina-estate-badore-ajah-lagos-5GABP,Lagos,Ajah,"1,300,000", beds, baths,3 Toilets,09019130737,04 Feb 2022,19 Feb 2022
Decent Lovely 2bedroom Flat,Fakorede Street Shomolu Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-fakorede-street-shomolu-lagos-3FUXG,Lagos,Shomolu,"1,100,000",0 beds,0 baths,0 Toilets,08033115125,16 Dec 2021,19 Feb 2022
Newly Built Shops,Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-igbo-efon-lekki-lagos-3FXXT,Lagos,Lekki,"3,000,000",0 beds,0 baths,0 Toilets,08061641323,20 Jan 2022,19 Feb 2022
Semi Detached Open Office Space,Allen Road Allen Avenue Ikeja Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-allen-road-allen-avenue-ikeja-lagos-2GATL,Lagos,Ikeja,"15,000,000",4 beds,0 baths,3 Toilets,08086267650,09 Feb 2022,19 Feb 2022
Serviced 3 Bedroom Apartment,Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikoyi-lagos-1GBAU,Lagos,Ikoyi,"8,000,000",3 beds,3 baths,4 Toilets,07080033884,11 Feb 2022,19 Feb 2022
2 Bedroom Flat,Chima Nwosu Estate Badore Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-chima-nwosu-estate-badore-ajah-lagos-9GBMJ,Lagos,Ajah,"1,000,000", beds, baths,3 Toilets,09019130737,15 Feb 2022,19 Feb 2022
Land,Ikate Lekki Lagos,https://www.propertypro.ng/property/land-for-rent-ikate-lekki-lagos-5GAMH,Lagos,Lekki,"30,000,000",0 beds,0 baths,0 Toilets,09019001143,08 Feb 2022,19 Feb 2022
Serviced 2bedroom Flat,Container Bus Stop Awoyaya Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-container-bus-stop-awoyaya-ajah-lagos-4GAQD,Lagos,Ajah,"30,000/day",2 beds,2 baths,3 Toilets,08142853987,09 Feb 2022,19 Feb 2022
Newly Built 5 Bedroom Fully Detached Duplex With Bq,"In A Serene Secured Estate Of Omole Phase 2, Ikeja, Lagos Omole Phase 2 Ojodu Lagos",https://www.propertypro.ng/property/5-bedroom-house-for-rent-in-a-serene-secured-estate-of-omole-phase-2-ikeja-lagos-omole-phase-2-ojodu-lagos-4GALE,Lagos,Ojodu,"6,500,000",5 beds,6 baths,6 Toilets,08133154602,07 Feb 2022,19 Feb 2022
Recently Renovated City View 4 Bedroom Apartment + Bq + Gym + Tennis Court + Squash + Pool+gym Etc In Ocean Parade Banana Island,Banana Island Estate Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-estate-banana-island-ikoyi-lagos-8FVLS,Lagos,Ikoyi,"12,000,000",4 beds,4 baths,5 Toilets,08124269637,23 Dec 2021,24 Feb 2022
Standard 2 Bedroom Flat,Ago Palace Okota Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-7FXAT,Lagos,Okota,"1,200,000/year",2 beds,2 baths,3 Toilets,09012934533,12 Jan 2022,19 Feb 2022
Luxury 4 Bedroom All Rooms En Suite Terrace Duplex,Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-4GAZD,Lagos,Ikoyi,"20,000,000",4 beds,4 baths,5 Toilets,08164687732,11 Feb 2022,19 Feb 2022
Tastefully 3 And 4bedroom Flat,Glover Road Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-glover-road-old-ikoyi-ikoyi-lagos-7GBFM,Lagos,Ikoyi,"10,000,000/year",3 beds,3 baths,4 Toilets,08164968133,13 Feb 2022,19 Feb 2022
Lovely Modern 5 Bedroom Duplex + Bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-magodo-gra-phase-2-kosofe-ikosi-lagos-4FYVH,Lagos,Ikosi,"5,000,000/year",5 beds,6 baths,6 Toilets,08133154602,26 Jan 2022,19 Feb 2022
Mini Flat,Ojodu Berger Berger Ojodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ojodu-berger-berger-ojodu-lagos-2GAKZ,Lagos,Ojodu,"650,000/year",1 beds,1 baths,2 Toilets,09039408141,07 Feb 2022,19 Feb 2022
Newly Built 4 Bedroom Terrace,Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-4GASM,Lagos,Ikoyi,"20,000,000",4 beds,4 baths,5 Toilets,07080033884,09 Feb 2022,19 Feb 2022
4bedroom Duplex + Bq,Located Inside An Estate Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-located-inside-an-estate-ikate-lekki-lagos-3GBNT,Lagos,Lekki,"5,000,000/year",4 beds,4 baths,5 Toilets,08164968133,15 Feb 2022,19 Feb 2022
Furnished And Unfurnished 3 Bedroom Serviced Aparment,Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-victoria-island-lagos-9GBAX,Lagos,Island,"6,000,000",3 beds,3 baths,4 Toilets,07080033884,11 Feb 2022,19 Feb 2022
Newly Built Mini Flat,Folagoro Fola Agoro Yaba Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-folagoro-fola-agoro-yaba-lagos-2FZQU,Lagos,Yaba,"800,000/year",1 beds,1 baths,1 Toilets,08062371593,02 Feb 2022,19 Feb 2022
2 Bedroom Maisonette,"Camberwall Advantage 3, Located At Kusenla Road, Off Gbangbala Street, Ikate, Off Freedom Way, Lekki Lagos",https://www.propertypro.ng/property/2-bedroom-house-for-sale-camberwall-advantage-3-located-at-kusenla-road-off-gbangbala-street-ikate-off-freedom-way-lekki-lagos-7GBNT,Lagos,Lekki,"65,000,000",2 beds,4 baths,4 Toilets,08035157769,15 Feb 2022,24 Feb 2022
3 Bedrooms Flat With A Room Bq,Lekki Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-lekki-lagos-0GBQT,Lagos,Lekki,"4,000,000/year",3 beds,4 baths,3 Toilets,09019001143,16 Feb 2022,19 Feb 2022
3 Bedroom Flat,Victoria Island Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-victoria-island-lagos-9FZXV,Lagos,Island,"5,000,000",0 beds,0 baths,0 Toilets,09076639164,03 Feb 2022,19 Feb 2022
2 Bedroom Flat,Marshy Hill Estate (akins) Ado Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-marshy-hill-estate-akins-ado-ajah-lagos-0FYWZ,Lagos,Ajah,"1,000,000",0 beds,0 baths,3 Toilets,09019130737,27 Jan 2022,19 Feb 2022
Decent 3bedroom Flat,Millennium Estate Gbagada Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-millennium-estate-gbagada-lagos-7GAME,Lagos,Gbagada,"2,500,000/year",3 beds,3 baths,4 Toilets,07031567993,08 Feb 2022,19 Feb 2022
"A Bay Whare House 15,000 Sqm Feet",Jimoh Odutola Street Off Eric Moore Eric Moore Surulere Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-jimoh-odutola-street-off-eric-moore-eric-moore-surulere-lagos-9FQGQ,Lagos,Surulere,"1,500/year", beds, baths, Toilets,08028895806,04 Nov 2021,19 Feb 2022
3bedroom Duplex,"Apo Legislative Quaters,zone C Abuja. Apo Abuja",https://www.propertypro.ng/property/3-bedroom-house-for-rent-apo-legislative-quaterszone-c-abuja-apo-abuja-5GBTF,Abuja,Apo,"6,000,000",3 beds,0 baths,0 Toilets,07067964004,17 Feb 2022,19 Feb 2022
5 Bedroom Terrace Duplex,Lekki Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-lekki-lekki-lagos-6GASJ,Lagos,Lekki,"4,500,000/year",5 beds,6 baths,5 Toilets,09019001143,09 Feb 2022,19 Feb 2022
3 Unit Office Space,Ajayi Road Ogba Bus Stop Ogba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ajayi-road-ogba-bus-stop-ogba-lagos-6FTTW,Lagos,Ogba,"3,000,000/year",0 beds,0 baths,0 Toilets,08154990434,06 Dec 2021,19 Feb 2022
Newly Built 3bedroom Flat,Royal Garden Estate Ajiwe Ajah Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-royal-garden-estate-ajiwe-ajah-lagos-7FYWY,Lagos,Ajah,"3,500,000",3 beds,3 baths,3 Toilets,08086267650,27 Jan 2022,19 Feb 2022
Ultra Modern Open Plan Office Space Measuring 800 Square Metres,Off Akin Adesola Street Akin Adesola Victoria Island Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-off-akin-adesola-street-akin-adesola-victoria-island-lagos-2FFBU,Lagos,Island,"180,000/sqm",0 beds,0 baths,0 Toilets,09037794520,20 Aug 2021,19 Feb 2022
A Brand New Mini Flat,Off Demurin Street Alapere Kosofe Ikosi Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-demurin-street-alapere-kosofe-ikosi-lagos-5GAFQ,Lagos,Ikosi,"600,000/year",1 beds,2 baths,2 Toilets,08033657909,06 Feb 2022,19 Feb 2022
Executive Mini Flat,Seaside Estate Badore Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-seaside-estate-badore-ajah-lagos-0FZMR,Lagos,Ajah,"900,000", beds, baths, Toilets,08028761350,01 Feb 2022,24 Feb 2022
"Newly Built, Tastefully Finished And Luxuriously Furnished 4 Bedroom Fully Detached Duplex","Off Channels Tv Road, Opic Isheri North Ojodu Lagos",https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-channels-tv-road-opic-isheri-north-ojodu-lagos-0FVES,Lagos,Ojodu,"85,000,000",4 beds,4 baths,5 Toilets,08037939912,20 Dec 2021,19 Feb 2022
Shared Apartment,Elegushi Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-elegushi-lekki-lagos-6GAML,Lagos,Lekki,"30,000,000/year",0 beds,0 baths,0 Toilets,09019001143,08 Feb 2022,19 Feb 2022
7bedroom Bedroom Duplex,Maryland Lagos,https://www.propertypro.ng/property/7-bedroom-house-for-rent-maryland-lagos-6FYGB,Lagos,Maryland,"10,000,000",7 beds,0 baths,0 Toilets,08126572402,22 Jan 2022,19 Feb 2022
Mini Flat,Isheri Magodo Gra Phase 1 Ojodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-isheri-magodo-gra-phase-1-ojodu-lagos-2FZZP,Lagos,Ojodu,"600,000/year",1 beds,1 baths,1 Toilets,09039408141,04 Feb 2022,19 Feb 2022
5 Bedroom Semi Detached Duplex,Wuye Abuja,https://www.propertypro.ng/property/5-bedroom-house-for-rent-wuye-abuja-4GBKD,Abuja,Wuye,"7,000,000",5 beds,6 baths,0 Toilets,08082821053,14 Feb 2022,19 Feb 2022
Newly Built 4bedroom Terrace Duplex With A Bq,Brains And Hammers Wuye Abuja,https://www.propertypro.ng/property/4-bedroom-house-for-rent-brains-and-hammers-wuye-abuja-4GBFA,Abuja,Wuye,"6,500,000/year",4 beds,4 baths,5 Toilets,08147562407,13 Feb 2022,19 Feb 2022
Newly Built 4bedroom Terrace Duplex,Jericho Ibadan Oyo,https://www.propertypro.ng/property/house-for-rent-jericho-ibadan-oyo-3GBAK,Oyo,Ibadan,"2,500,000",0 beds,0 baths,0 Toilets,08052778232,11 Feb 2022,19 Feb 2022
Lovely 4 Bedroom Semi Detached Duplex,2nd Toll Gate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-2nd-toll-gate-lekki-lagos-2FXMY,Lagos,Lekki,"6,000,000/year",4 beds,5 baths,5 Toilets,08135357500,17 Jan 2022,19 Feb 2022
Spacious Ensuites Three Bedrooms Duplex,Magodo Gra Phase 1 Ojodu Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-magodo-gra-phase-1-ojodu-lagos-8FXXN,Lagos,Ojodu,"3,500,000/year",3 beds,3 baths,4 Toilets,08148495671,19 Jan 2022,19 Feb 2022
Private Master Bedroom Deluxe,"First Unity Estate , Badore Badore Ajah Lagos",https://www.propertypro.ng/property/1-bedroom-house-for-shortlet-first-unity-estate-badore-badore-ajah-lagos-2GCFJ,Lagos,Ajah,"20,000/day",1 beds,1 baths,1 Toilets,09093333337,21 Feb 2022,22 Feb 2022
Serviced Two Bedroom And One Bedroom Furnished Apartment,Majek Sangotedo Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-majek-sangotedo-lagos-5FXCM,Lagos,Sangotedo,"2,000,000/year",2 beds,2 baths,3 Toilets,08057121358,13 Jan 2022,19 Feb 2022
Elegant Newly Built 2bedroom Flat,Kasumu Estate Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-kasumu-estate-ibadan-oyo-3FWWY,Oyo,Ibadan,"500,000/year",2 beds,3 baths,3 Toilets,08142185274,11 Jan 2022,19 Feb 2022
Finished Shops,Eastline Shopping Complex Abraham Adesanya Estate Ajah Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-eastline-shopping-complex-abraham-adesanya-estate-ajah-lagos-2GBRG,Lagos,Ajah,"600,000",0 beds,0 baths,0 Toilets,08066187389,16 Feb 2022,19 Feb 2022
2 Bedroom Flat,Oyingbo Ebute Metta Yaba Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-oyingbo-ebute-metta-yaba-lagos-3FWVL,Lagos,Yaba,"1,200,000/year",2 beds,3 baths,3 Toilets,08182073205,11 Jan 2022,19 Feb 2022
Executive Luxury 4 Bedroom Self Serviced Detached Duplex Plus Maid's Room,Lekki 2nd Toll Gate Lagos State. Oral Estate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-2nd-toll-gate-lagos-state-oral-estate-lekki-lagos-1FZJC,Lagos,Lekki,"5,000,000/year",4 beds,5 baths,5 Toilets,08035225824,31 Jan 2022,19 Feb 2022
Exquisitely Finished 2bedroom Flat,Premier Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-premier-estate-akala-express-ibadan-oyo-3GBHX,Oyo,Ibadan,"500,000/year",2 beds,2 baths,2 Toilets,08187281313,14 Feb 2022,19 Feb 2022
3 Bedroom Flat,Victoria Island Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-victoria-island-lagos-7FZXX,Lagos,Island,"5,000,000",0 beds,0 baths,0 Toilets,09076639164,03 Feb 2022,19 Feb 2022
4bedroom Plus Bq,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8FZXS,Lagos,Lekki,"7,500,000",4 beds,4 baths,5 Toilets,09064090448,03 Feb 2022,19 Feb 2022
5 Bedroom Terraced House With A Room Bq,Palace Road Oniru Victoria Island Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-palace-road-oniru-victoria-island-lagos-3GBLB,Lagos,Island,"10,000,000/year",5 beds,5 baths,6 Toilets,09014267979,15 Feb 2022,19 Feb 2022
